FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Forrest Beach Deep,ARRAY,VR2W-102572,2024-12-14T00:51:00Z,2025-03-20T23:20:00Z,RECOVERED,Inactive,POINT (146.32 -18.75),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Forrest Beach Inshore,ARRAY,VR2W-112622,2024-12-13T23:18:00Z,2025-09-17T16:04:00Z,LOST,Inactive,POINT (146.29 -18.75),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Gentle Annie Creek,ARRAY,VR2W-112621,2025-11-29T21:14:00Z,2026-05-17T23:30:00Z,RECOVERED,Inactive,POINT (146.35 -18.58),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Haycock Island,ARRAY,VR2AR-556747,2026-03-29T04:56:00Z,,,Active,POINT (146.21 -18.47),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Hazard Bay Deep,ARRAY,VR2AR-555060,2025-03-18T02:22:00Z,2025-09-29T03:18:00Z,RECOVERED,Inactive,POINT (146.48 -18.63),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Hazard Bay Marker,ARRAY,VR2Tx-481676,2025-04-06T00:05:00Z,2025-09-29T04:10:00Z,RECOVERED,Inactive,POINT (146.49 -18.63),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Hazard Bay South Reef,ARRAY,VR2W-120753,2024-08-29T01:30:00Z,2025-04-29T23:52:00Z,RECOVERED,Inactive,POINT (146.49 -18.63),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Hinchinbrook Channel Entrance - Bluff,ARRAY,VR2AR-556748,2026-03-28T21:31:00Z,,,Active,POINT (146.3 -18.49),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Lucinda Flat North,ARRAY,VR2W-120753,2025-11-30T00:34:00Z,2026-05-18T03:00:00Z,RECOVERED,Inactive,POINT (146.36 -18.53),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Lucinda Flat Offshore,ARRAY,VR2W-112619,2025-11-29T22:30:00Z,2026-05-18T02:00:00Z,RECOVERED,Inactive,POINT (146.38 -18.55),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Lucinda Flat South,ARRAY,VR2W-112613,2025-11-29T23:15:00Z,2026-05-18T00:40:00Z,RECOVERED,Inactive,POINT (146.36 -18.55),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Orpheus - Fantome Pass,ARRAY,VR2Tx-485236,2025-04-06T02:23:00Z,2025-09-29T01:26:00Z,RECOVERED,Inactive,POINT (146.5 -18.65),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Rous Channel,ARRAY,VR2W-138733,2025-08-14T23:20:00Z,,,Active,POINT (153.4 -27.37),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Seymour River Hole,ARRAY,VR2AR-556406,2025-11-27T23:47:00Z,2026-05-19T22:00:00Z,RECOVERED,Inactive,POINT (146.24 -18.49),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Snow's Corner,ARRAY,VR2AR-556749,2025-11-27T23:29:00Z,2026-05-20T21:00:00Z,RECOVERED,Inactive,POINT (146.25 -18.49),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Taylors Beach Flat,ARRAY,VR2W-112616,2026-01-20T21:14:00Z,2026-05-17T23:00:00Z,RECOVERED,Inactive,POINT (146.35 -18.62),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Trunk Reef,ARRAY,VR2Tx-485246,2025-08-16T23:30:00Z,,,Active,POINT (146.76 -18.36),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Walker Reef,ARRAY,VR2Tx-489092,2024-09-21T03:26:00Z,2025-08-16T22:30:00Z,RECOVERED,Inactive,POINT (146.76 -18.29),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Walker Reef 2,ARRAY,VR2Tx-481326,2025-08-17T01:02:00Z,,,Active,POINT (146.74 -18.35),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Frankland_channel,ARRAY,VR2W-137694,2025-10-09T15:40:00Z,,,Active,POINT (146.07 -17.21),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Frankland_reef,ARRAY,VR2W-137057,2025-10-09T14:40:00Z,,,Active,POINT (146.07 -17.21),false
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Scotts Reef,ARRAY,VR2W-136066,2025-10-29T02:25:00Z,,,Active,POINT (146.17 -17.05),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 1,CURTAIN,,,,,Inactive,POINT (116.49 -35.04),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 10,CURTAIN,,,,,Inactive,POINT (116.45 -35.17),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 11,CURTAIN,,,,,Inactive,POINT (116.44 -35.19),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 12,CURTAIN,,,,,Inactive,POINT (116.44 -35.2),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 13,CURTAIN,,,,,Inactive,POINT (116.43 -35.22),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 14,CURTAIN,,,,,Inactive,POINT (116.43 -35.23),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 15,CURTAIN,,,,,Inactive,POINT (116.42 -35.25),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 16,CURTAIN,,,,,Inactive,POINT (116.42 -35.26),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 17,CURTAIN,,,,,Inactive,POINT (116.41 -35.28),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 18,CURTAIN,,,,,Inactive,POINT (116.41 -35.29),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 19,CURTAIN,,,,,Inactive,POINT (116.41 -35.31),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 2,CURTAIN,,,,,Inactive,POINT (116.49 -35.06),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 20,CURTAIN,,,,,Inactive,POINT (116.4 -35.32),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 3,CURTAIN,,,,,Inactive,POINT (116.48 -35.07),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 4,CURTAIN,,,,,Inactive,POINT (116.48 -35.09),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 5,CURTAIN,,,,,Inactive,POINT (116.47 -35.1),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 6,CURTAIN,,,,,Inactive,POINT (116.47 -35.12),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 7,CURTAIN,,,,,Inactive,POINT (116.46 -35.13),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 8,CURTAIN,,,,,Inactive,POINT (116.46 -35.14),false
acoustic_installation_summary_map.Bluefin tuna GAB.Chatham Is.Chatham Is 9,CURTAIN,,,,,Inactive,POINT (116.45 -35.16),false
acoustic_installation_summary_map.Bluefin tuna GAB.HS.HS 1,CURTAIN,,,,,Inactive,POINT (118.67 -34.72),false
acoustic_installation_summary_map.Bluefin tuna GAB.HS.HS 2,CURTAIN,,,,,Inactive,POINT (118.84 -34.65),false
acoustic_installation_summary_map.Bluefin tuna GAB.HS.HS 3,CURTAIN,,,,,Inactive,POINT (118.97 -34.56),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry,CURTAIN,,,,,Inactive,POINT (119.54 -34.68),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 1,CURTAIN,,,,,Inactive,POINT (119.38 -34.49),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 10,CURTAIN,,,,,Inactive,POINT (119.46 -34.58),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 11,CURTAIN,,,,,Inactive,POINT (119.47 -34.59),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 12,CURTAIN,,,,,Inactive,POINT (119.48 -34.6),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 13,CURTAIN,,,,,Inactive,POINT (119.49 -34.61),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 14,CURTAIN,,,,,Inactive,POINT (119.5 -34.62),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 15,CURTAIN,,,,,Inactive,POINT (119.51 -34.63),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 16,CURTAIN,,,,,Inactive,POINT (119.52 -34.65),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 17,CURTAIN,,,,,Inactive,POINT (119.53 -34.66),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 18,CURTAIN,,,,,Inactive,POINT (119.54 -34.67),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 2,CURTAIN,,,,,Inactive,POINT (119.38 -34.5),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 20,CURTAIN,,,,,Inactive,POINT (119.56 -34.69),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 3,CURTAIN,,,,,Inactive,POINT (119.39 -34.5),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 4,CURTAIN,,,,,Inactive,POINT (119.41 -34.52),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 5,CURTAIN,,,,,Inactive,POINT (119.41 -34.53),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 6,CURTAIN,,,,,Inactive,POINT (119.42 -34.54),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 7,CURTAIN,,,,,Inactive,POINT (119.43 -34.55),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 8,CURTAIN,,,,,Inactive,POINT (119.44 -34.56),false
acoustic_installation_summary_map.Bluefin tuna GAB.Pt Henry.Pt Henry 9,CURTAIN,,,,,Inactive,POINT (119.45 -34.57),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R1,ARRAY,VR2W-103233,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.62 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R10,ARRAY,VR2W-101754,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.66 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R2,ARRAY,VR2W-103305,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.63 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R3,ARRAY,VR2W-101780,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.64 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R4,ARRAY,VR2W-101751,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.64 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R5,ARRAY,VR2W-101753,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.64 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R6,ARRAY,VR2W-101752,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.64 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R7,ARRAY,VR2W-103306,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.64 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R8,ARRAY,VR2W-101671,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.65 -35.74),false
acoustic_installation_summary_map.Blue Groper habitat mapping Kangaroo Island.Kangaroo Island - Harveys Return.R9,ARRAY,VR2W-103232,2009-10-19T13:00:00Z,2010-05-08T02:30:00Z,RECOVERED,Inactive,POINT (136.65 -35.74),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01113,ARRAY,VR2W-102599,2008-03-10T00:47:25Z,,,Inactive,POINT (134.41 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01114,ARRAY,VR2W-101991,2008-03-10T01:19:25Z,,,Inactive,POINT (134.41 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01115,ARRAY,VR2W-101921,2008-03-10T01:52:00Z,,,Inactive,POINT (134.38 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01116,ARRAY,VR2W-102603,2008-03-10T02:18:20Z,,,Inactive,POINT (134.39 -35.18),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01117,ARRAY,VR2W-102601,2008-03-09T13:00:00Z,2009-08-15T14:00:00Z,RECOVERED,Inactive,POINT (134.41 -35.18),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01118,ARRAY,VR2W-102604,2008-03-09T13:00:00Z,,,Inactive,POINT (134.41 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01119,ARRAY,VR2W-101994,2008-03-09T13:00:00Z,2008-11-09T13:00:00Z,RECOVERED,Inactive,POINT (134.52 -35.25),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01121,ARRAY,VR2W-101922,2008-03-10T13:00:00Z,2008-11-09T13:00:00Z,RECOVERED,Inactive,POINT (134.58 -35.29),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU01123,ARRAY,VR2W-101923,2008-03-10T21:27:25Z,2008-11-10T13:00:00Z,RECOVERED,Inactive,POINT (134.41 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0140,ARRAY,VR2W-102603,2008-03-04T19:28:30Z,2008-03-09T18:37:10Z,RECOVERED,Inactive,POINT (134.39 -35.18),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0141,ARRAY,VR2W-101921,2008-03-04T20:44:10Z,2008-03-09T19:05:00Z,RECOVERED,Inactive,POINT (134.38 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0142,ARRAY,VR2W-102599,2008-03-04T21:21:30Z,2008-03-10T00:00:00Z,RECOVERED,Inactive,POINT (134.42 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0143,ARRAY,VR2W-101991,2008-03-04T15:57:10Z,2008-11-08T16:30:00Z,RECOVERED,Inactive,POINT (134.41 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0144,ARRAY,VR2W-101992,2008-03-04T13:00:00Z,,,Inactive,POINT (134.47 -35.24),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0145,ARRAY,VR2W-102594,2008-03-04T13:00:00Z,,,Inactive,POINT (134.47 -35.22),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0146,ARRAY,VR2W-102602,2008-03-04T13:00:00Z,2008-11-02T13:00:00Z,RECOVERED,Inactive,POINT (134.47 -35.22),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0155,ARRAY,VR2W-101990,2008-03-04T13:00:00Z,,,Inactive,POINT (134.33 -35.16),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0156,ARRAY,VR2W-101989,2008-03-04T13:00:00Z,,,Inactive,POINT (134.35 -35.15),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0157,ARRAY,VR2W-101998,2008-03-04T13:00:00Z,2008-11-04T13:00:00Z,RECOVERED,Inactive,POINT (134.35 -35.15),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0158,ARRAY,VR2W-101993,2008-03-05T13:00:00Z,,,Inactive,POINT (134.36 -35.18),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0159,ARRAY,VR2W-102606,2008-03-05T13:00:00Z,,,Inactive,POINT (134.36 -35.18),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0160,ARRAY,VR2W-102598,2008-03-05T13:00:00Z,2009-12-31T13:00:00Z,RECOVERED,Inactive,POINT (134.38 -35.16),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0161,ARRAY,VR2W-101925,2008-03-05T13:00:00Z,2008-11-08T13:00:00Z,RECOVERED,Inactive,POINT (134.25 -35.13),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0162,ARRAY,VR2W-102597,2008-03-05T13:00:00Z,2008-11-08T13:00:00Z,RECOVERED,Inactive,POINT (134.3 -35.13),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0163,ARRAY,VR2W-102600,2008-03-05T13:00:00Z,2009-12-31T13:00:00Z,RECOVERED,Inactive,POINT (134.32 -35.15),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0172,ARRAY,VR2W-102596,2008-03-06T12:19:05Z,2008-11-10T12:59:00Z,RECOVERED,Inactive,POINT (134.44 -35.22),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0173,ARRAY,VR2W-102607,2008-03-05T13:00:00Z,2008-11-10T13:00:00Z,RECOVERED,Inactive,POINT (134.44 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0174,ARRAY,VR2W-102595,2008-03-06T13:00:00Z,,,Inactive,POINT (134.44 -35.2),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU021,ARRAY,VR2W-103320,2008-11-08T13:00:00Z,2009-11-22T13:00:00Z,RECOVERED,Inactive,POINT (134 -35.02),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0210,ARRAY,VR2W-103327,2008-11-08T13:00:00Z,2009-11-21T13:00:00Z,RECOVERED,Inactive,POINT (134.3 -35.13),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0211,ARRAY,VR2W-103316,2008-11-08T13:00:00Z,2009-08-12T17:00:00Z,RECOVERED,Inactive,POINT (134.3 -35.13),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0212,ARRAY,VR2W-103315,2008-11-08T13:00:00Z,2009-11-21T13:00:00Z,RECOVERED,Inactive,POINT (134.3 -35.15),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0213,ARRAY,VR2W-103331,2008-11-08T13:00:00Z,2009-11-22T12:59:00Z,RECOVERED,Inactive,POINT (134.28 -35.15),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0214,ARRAY,VR2W-103319,2008-11-09T13:00:00Z,2009-12-31T13:00:00Z,RECOVERED,Inactive,POINT (134.52 -35.22),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0215,ARRAY,VR2W-101924,2008-11-09T13:00:00Z,2009-08-13T13:59:00Z,RECOVERED,Inactive,POINT (134.5 -35.24),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0216,ARRAY,VR2W-103323,2008-11-09T13:00:00Z,2009-11-21T17:30:00Z,RECOVERED,Inactive,POINT (134.5 -35.25),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0217,ARRAY,VR2W-103322,2008-11-09T13:00:00Z,,,Inactive,POINT (134.69 -35.36),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0218,ARRAY,VR2W-103325,2008-11-09T13:00:00Z,,,Inactive,POINT (134.67 -35.36),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0219,ARRAY,VR2W-103324,2008-11-09T13:00:00Z,2009-11-21T13:00:00Z,RECOVERED,Inactive,POINT (134.67 -35.36),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU022,ARRAY,VR2W-103321,2008-11-08T13:00:00Z,2009-11-22T13:00:00Z,RECOVERED,Inactive,POINT (134 -35.02),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0220,ARRAY,VR2W-103329,2008-11-09T13:00:00Z,2009-11-21T13:00:00Z,RECOVERED,Inactive,POINT (134.66 -35.38),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU0221,ARRAY,VR2W-103318,2008-11-09T13:00:00Z,2009-11-22T12:59:00Z,RECOVERED,Inactive,POINT (134.49 -35.22),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU023,ARRAY,VR2W-103334,2008-11-08T13:00:00Z,2009-11-22T13:00:00Z,RECOVERED,Inactive,POINT (134 -35.04),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU024,ARRAY,VR2W-103328,2008-11-08T13:00:00Z,2009-11-23T12:59:00Z,RECOVERED,Inactive,POINT (133.99 -35.04),false
acoustic_installation_summary_map.Bruce Barker's project.60 nm closure.GU025,ARRAY,VR2W-103330,2008-11-08T13:00:00Z,2009-11-24T12:59:00Z,RECOVERED,Inactive,POINT (134.16 -35.06),false
